Product_ID,Product_Category,Brand_Tier,Unit_Price,Discount_Percentage,Advertising_Spend,Competitor_Price,Store_Coverage_Count,Customer_Rating,Inventory_Availability_Percentage,Monthly_Units_Sold
PID000973,Grocery,Mid-range,-19.55,11.4,6030.5,15.02,279,4.4,90,426
PID000974,Home & Kitchen,Mid-range,113.28,13.8,1341.96,84.74,,4,100,334
PID000975,Electronics,Premium,360.59,6.9,4625.84,190.18,120,4,76.7,70
PID000976,Sports & Fitness,Budget,84.01,16.1,6914.28,186.92,508,4,82.9,776
PID000977,Beauty & Personal Care,Premium,56.88,8,3519.31,102.36,188,3.7,75.9,184
PID000978,Home & Kitchen,Budget,39.56,26.5,4128.39,24.33,500,3.6,63.3,274
PID000979,Apparel,Budget,30.64,9.4,1802.17,133.31,313,3.6,80,210
PID000980,Grocery,Budget,12.81,8.3,4512.89,74.19,224,3.6,93,261
PID000981,Apparel,Mid-range,47.07,15.4,788.92,113.27,158,4,81.4,81
PID000982,Electronics,Mid-range,292.92,22.4,3011.2,120.51,136,,77,94
PID000983,Sports & Fitness,Budget,14.99,17.5,5802,29.24,327,3.4,77.5,314
PID000984,Apparel,Budget,21.91,11.2,2535.17,35.95,223,3.7,100,268
PID000985,Home & Kitchen,Premium,79.34,5.9,7655.72,67.28,72,5,72.7,436
PID000986,Home & Kitchen,Budget,20.82,4.4,4699.22,20.31,372,3.6,86.5,282
PID000987,Electronics,Mid-range,226.75,17.7,1045.12,293.91,207,4,95.8,351
PID000988,Home & Kitchen,Budget,83.65,16.7,7921.98,95.88,529,3.3,80.7,533
PID000989,Beauty & Personal Care,Mid-range,23.43,9.2,7777.33,133.5,208,4.2,96.3,624
PID000990,Home & Kitchen,Budget,58.45,26.8,3746.19,20.31,471,4,75.2,439
PID000991,Home & Kitchen,Premium,75.64,10,1881.96,57.76,112,4.2,87,54
PID000992,Grocery,Mid-range,13.46,3.4,,15.02,234,4.4,71.2,45
PID000993,Apparel,Budget,15.81,24.2,4297.51,77.88,586,3.1,67,271
PID000994,Sports & Fitness,Mid-range,47.21,8.4,4527.45,19.19,174,3.5,100,231
PID000995,Apparel,Mid-range,53.65,17.9,6521.01,46.8,320,4.3,74.6,409
PID000996,Sports & Fitness,Mid-range,50.7,4.2,3316.59,57.51,,3.9,,152
PID000997,Sports & Fitness,Mid-range,46.6,21.2,150,64.35,327,3.3,,185
PID000998,Electronics,Mid-range,211.03,22.8,3207.63,205.12,208,4.1,81.6,308
PID000999,Apparel,Budget,22.66,32,3856.35,60.58,596,4.3,98.3,720
PID001000,Furniture,Mid-range,293.77,34,5462.93,49,140,3.7,92.7,256
PID001001,Toys & Games,Budget,28.03,32.2,3731.01,136.43,362,3.5,91.5,445
PID001002,Toys & Games,Mid-range,,12.3,3325.9,167.6,166,3.3,60,39
PID001003,Sports & Fitness,Mid-range,60.7,8.2,3220.45,19.19,182,2.8,84.6,5
PID001004,,Premium,61.44,2,2105.67,39.04,187,3.4,68.5,5
PID001005,Home & Kitchen,Premium,91.35,0.7,4069.26,90.84,106,4,79.3,72
PID001006,home & kitchen,Mid-range,21.81,31.8,4121.5,101.78,249,3.5,79.7,408
PID001007,Apparel,Mid-range,30.96,21,4007.69,18.06,288,3.7,86.5,339
PID001008,Sports & Fitness,Premium,117,5,5896.14,133.29,176,3.5,80.6,189
PID001009,Grocery,Budget,16.93,17.2,2943.09,45.55,457,3.3,92.1,265
PID001010,Toys & Games,Premium,36.25,8.9,4703.96,44.62,135,4.2,91,181
PID001011,Apparel,Budget,23.25,25.4,2287.53,35.24,572,2.8,72.6,209
PID001012,Toys & Games,Mid-range,17.28,37,2750.73,99.52,327,3.9,85.4,421
PID001013,Home & Kitchen,Mid-range,58.75,15.8,4451.34,48.04,372,3.5,66,192
PID001014,Electronics,Mid-range,197.41,13.8,5574.18,270.86,197,3.8,73.6,434
PID001015,Apparel,Premium,79.96,13.6,962.47,34.19,182,4.4,85.2,158
PID001016,Furniture,Mid-range,440.2,7.5,6891.18,263.32,150,3.9,86.8,336
PID001017,Beauty & Personal Care,Budget,17.01,32.6,2484.74,57.23,487,4,71.5,559
PID001018,Beauty & Personal Care,Budget,26.56,6.7,3802.54,52.61,424,3.1,97.2,250
PID001019,Electronics,Mid-range,375.89,16.8,8970.75,50.45,133,3.8,89.9,310
PID001020,,Premium,98.03,10.3,9093.68,221.28,186,4.3,79.1,618
PID001021,Furniture,Mid-range,156.07,12,4605.7,49,181,3.5,94.4,147
PID001022,Apparel,Budget,30.17,16.9,1880.91,18.06,383,3.5,94.1,227
PID001023,Apparel,Mid-range,65.71,5.2,2960.27,78.29,367,,93.4,176
PID001024,Electronics,Mid-range,297.75,12.8,6892.2,,171,3.1,83.2,64
PID001025,Home & Kitchen,Budget,35.13,17.9,3183.28,50.23,397,3.3,89.8,337
PID001026,Sports & Fitness,Mid-range,44.43,18.7,5727.38,28.3,305,3.3,74.6,241
PID001027,Grocery,Budget,14.07,14.3,4041.39,84.76,576,3.8,91.3,518
PID001028,Electronics,Budget,,64.1,4368.56,192.37,527,3.4,87,868
PID001029,Home & Kitchen,Budget,68.56,25.7,3517.78,36.16,518,3.8,100,569
PID001030,Home and Kitchen,Budget,33.46,22.1,2844.24,83.69,378,3.7,71.3,192
PID001031,Sports & Fitness,Mid-range,90.84,13.2,3524.67,23.51,260,4.1,87.7,258
PID001032,Sports & Fitness,Mid-range,69.97,23.6,2554.78,124.87,138,3.8,100,332
PID001033,Beauty & Personal Care,Budget,24.73,16.4,3767.77,29.79,298,3.6,80.4,185
PID001034,Beauty & Personal Care,Premium,43.12,15.1,9391.03,70.3,125,3.3,87,427
PID001035,Grocery,Mid-range,11.09,16.9,5117.94,72.25,289,4.3,84,452
PID001036,Furniture,Mid-range,362.5,23.5,7152.45,432.87,214,3.7,82.5,579
PID001037,Electronics,Premium,344.94,7.9,1908.65,423.13,201,5,81.5,417
PID001038,Beauty & Personal Care,Budget,37.5,25.9,3212.35,85.58,561,4.1,82.7,640
PID001039,Sports & Fitness,Budget,32.39,46.7,1690.71,19.19,404,2.9,84.7,260
PID001040,Sports & Fitness,Mid-range,36.06,13.4,3132.03,117.97,145,3,84,103
PID001041,Electronics,Mid-range,500.62,3.7,3984.75,117.4,245,3.8,83.5,17
PID001042,Electronics,Mid-range,360.94,16.6,6716.58,111.43,138,3.7,99.3,222
PID001043,Apparel,Budget,48.92,3.1,150,20.67,542,4,91.9,132
PID001044,Furniture,Mid-range,571.35,11.9,3151.63,416.44,145,3.4,90.8,251
PID001045,Apparel,Budget,,25.4,2958.01,122.26,331,3.6,92.7,339
PID001046,Furniture,Budget,116.01,40.5,2616.46,49,543,3.1,,434
PID001047,Apparel,Budget,39.92,22.3,3348.86,58.46,438,3.1,89.2,358
PID003959,Sports & Fitness,Budget,20.6,5.9,364.78,77.34,526,4.2,86.3,354
PID001049,Electronics,Mid-range,421.13,0.5,4900.08,80.32,252,4,85.2,115
PID001050,Home & Kitchen,Budget,44.66,28.6,2357.69,41.62,527,3.3,98.2,388
PID001051,Apparel,Mid-range,63.05,19.4,1654.48,63.43,346,3.9,100,239
PID001052,Furniture,,222.91,19.3,5369.56,585.48,192,3.6,84.5,769
PID001053,Sports & Fitness,Mid-range,30.23,16.6,5599.85,19.19,316,3.4,82,251
PID001054,Apparel,Premium,76.96,9.5,4212.23,18.06,105,4.2,77.6,151
PID001055,Apparel,Mid-range,44.63,18.5,565.85,97.52,360,4.4,97.6,381
PID001056,Apparel,Mid-range,51.12,2,2674.62,70.99,252,3.8,79.3,99
PID001057,Toys & Games,Budget,12.83,23.9,3643.29,128.78,472,4.3,70.7,468
PID001058,Electronics,Premium,477.04,11,6323.48,207.81,166,4.5,82.6,365
PID001059,Grocery,Mid-range,20.07,13.7,2496.28,85.83,138,4.2,80.3,214
PID001060,Apparel,Budget,39.2,19.3,2774.43,44.48,440,3.8,82.7,374
PID001061,Apparel,Mid-range,48.76,17.9,2994.7,146.01,261,4.6,96.6,537
PID001062,Grocery,Premium,24.13,21.1,2889.24,75.87,151,4.8,86.2,335
PID001063,Electronics,Premium,495.37,11.1,7658.79,214.48,154,4.2,93.2,417
PID001064,Furniture,Budget,247.06,30.3,2115.46,310.81,294,2.6,84.9,226
PID001065,Grocery,Mid-range,26.83,31.9,7225.25,57.4,173,3.7,98.7,581
PID001066,Home & Kitchen,Budget,72.03,15.3,2576.32,107.67,294,4.1,87.8,392
PID001067,Beauty & Personal Care,Budget,30.82,43.4,3695.95,86.48,414,3.7,91.4,730
PID001068,Furniture,Premium,452.52,12.3,5873.85,128.24,80,4.6,78.3,211
PID001069,Apparel,Premium,97.91,8.6,,147.88,199,4.2,64.3,322
PID001070,Grocery,Budget,8.01,16.1,2983.3,64.05,382,3.2,92.6,273
PID001071,Grocery,Budget,17.58,34.6,4639.38,68.39,524,3.8,84.3,661
PID001072,Toys & Games,Budget,32.97,17.2,2378.57,84.35,476,3.3,85.2,279
PID001073,Apparel,Budget,14.78,14.9,611.34,85.85,539,4.1,100,567
PID001074,Furniture,Mid-range,229.56,11.8,4226.5,196.67,365,3.7,100,441
PID001075,Grocery,Budget,13.75,11.6,475.65,61.48,395,2.8,74.1,5
PID001076,Toys & Games,Mid-range,18.19,15.3,2258.16,16.6,206,3.1,96.4,102
PID001077,Apparel,Premium,90.69,12.2,2612.81,71.66,180,4.5,90.6,281
PID001078,Apparel,Mid-range,68.62,21.3,4070.24,18.06,,3.2,82.7,17
PID001079,Apparel,Budget,21.08,16.4,5608.84,18.06,539,3.5,100,579
PID001080,Apparel,Mid-range,57.94,26.7,1520.75,18.9,230,4.3,83.5,228
PID001081,Beauty & Personal Care,Mid-range,22.95,31.2,,49.81,309,3.3,98.4,396
PID001082,Beauty & Personal Care,Budget,36.51,20.6,2973.61,16.15,437,3.3,81.3,308
PID001083,Grocery,Budget,6.56,21,5267.76,45.52,575,3.1,80.2,464
PID001084,Furniture,Premium,656.9,10,7559.68,63,118,3.7,81.6,5
PID001085,Home & Kitchen,Mid-range,55.11,15.7,3160.13,211.57,,3.4,92.3,387
PID001086,Toys & Games,Budget,15.62,22.8,973.53,99.03,415,3.6,78.2,184
PID001087,Beauty & Personal Care,Budget,13.17,3.9,2179.16,16.15,567,2.7,79.6,168
PID001088,Electronics,Premium,554.48,2.6,7900.89,245.35,149,4.4,90.6,276
PID001089,Beauty & Personal Care,Premium,20.53,11.8,7203.16,59.61,134,4.2,85.7,476
PID001090,Toys & Games,Mid-range,8.303872825,28.7,3031.14,99.43,276,3.8,94.8,369
PID001091,Grocery,Mid-range,10.78,9.3,3731.33,59.08,247,4.3,92.7,332
PID001092,Beauty & Personal Care,Premium,14.77,4.6,3100.18,71.91,189,4.6,73.4,202
PID001093,Furniture,Mid-range,457.44,15.1,1760.07,49,285,3.3,91,5
PID001094,Apparel,Mid-range,52.91,1.9,5658.57,101.85,288,4.2,86.5,353
PID001095,Furniture,Premium,562.72,11.1,6485.99,302,155,4.7,80.1,381
PID001096,Grocery,Budget,18.21,49.6,4635.88,36.68,230,2.9,75.9,343
PID001097,Apparel,Budget,36.82,21.3,4874.08,111.4,513,3.3,80.7,464
PID001098,Home & Kitchen,Budget,70.83,24.4,3519.83,20.31,384,3.5,99.9,323
PID001099,Furniture,Premium,573.95,7.8,8803.68,317.96,79,5,90.5,613
PID001100,Apparel,Budget,30.4,12.4,5530.04,123.39,297,3.7,81.1,327
PID001101,Home & Kitchen,Mid-range,45.9,21.1,2894.21,157.04,184,3.8,77.8,210
PID001102,,Budget,10.06,11.3,2651.92,70.25,319,2.6,84.9,62
PID001103,Toys & Games,Premium,69.28,6.4,3867.68,143.67,199,4.8,74.5,314
PID001104,Sports & Fitness,Budget,55.93,3.6,3679.06,19.19,469,4.5,100,494
PID001105,Electronics,Mid-range,247.25,10,4115.36,233.22,,3.8,73.3,134
PID001106,Sports & Fitness,Mid-range,68.43,16.9,2104.06,89.1,199,3.5,69.2,81
PID001107,Grocery,Budget,,20.3,1718.6,70.3,375,4.1,73.1,251
PID001108,Home & Kitchen,Mid-range,66.31,25,2433.09,134.36,285,4.3,88.1,499
PID001109,Apparel,Mid-range,44.91,9.1,,118.61,181,4.3,89.4,525
PID001110,Electronics,Budget,163.72,20.4,3942.25,79.91,328,3.7,73.3,234
PID001111,Home & Kitchen,Budget,21.98,8.1,3375.58,146.31,485,3.5,81.7,374
PID001112,Apparel,Budget,36.95,22.1,,106.78,320,3.3,97.4,365
PID001113,Electronics,Mid-range,229.5,16.2,3455.56,41.12,151,3.8,76.8,64
PID001114,Toys & Games,Budget,10.8,25.4,3238.76,46.03,234,3.9,100,304
PID001115,Grocery,Budget,16.78,10.1,5041.4,91.02,502,2.9,94,363
PID001116,Beauty & Personal Care,Mid-range,28.8,23.7,4247.04,49.7,265,3.9,94.1,462
PID001117,Home & Kitchen,Premium,88.12,8.4,2217.62,54.03,61,3.9,81.5,5
PID001118,Beauty & Personal Care,Budget,14.14,15.9,4497.64,16.15,477,3.3,85.5,374
PID001119,Furniture,Mid-range,447.93,4.5,3231.24,111.57,256,4.2,80.7,52
PID001120,Grocery,Budget,12.81,11.2,5682.3,84.3,467,4.5,90.7,695
PID001121,Electronics,Premium,733.37,2.4,,337.04,71,3.4,71,5
PID001122,Home & Kitchen,Budget,52.74,43.6,2918.28,110.95,440,3.5,74.4,420
PID001123,Toys & Games,Budget,9.62,12.2,2060.4,60.9,361,3.1,67.7,96
PID001124,Grocery,Budget,10.66,14.8,2379.38,52.19,315,3.7,65.3,143
PID001125,Sports & Fitness,Budget,39.4,26.2,1949.47,38,566,3.2,90.2,335
PID001126,Beauty & Personal Care,Premium,37.78,12.2,3022.19,32.09,76,4.3,94.5,323
PID001127,Sports & Fitness,Mid-range,90.24,8.1,8385.54,19.19,358,3.9,90.7,501
PID001128,Toys & Games,Budget,22.42,23.5,6202.02,106.79,526,3.6,,521
PID001129,Grocery,Budget,12.08,11.8,4875.07,40.8,516,3.5,75.4,355
PID001130,Furniture,Mid-range,458.31,31.4,4614.38,300.71,301,4,65.1,402
PID001131,Toys & Games,Mid-range,44.66,,6692.36,16.6,232,4.3,75.6,388
PID001132,Electronics,Budget,198.86,19.2,5501.44,41.12,284,3.5,72.9,124
PID001133,Apparel,Budget,10.69,27,1746.82,110.13,295,3.3,80.5,203
PID001134,Grocery,Premium,,24.9,7960.89,41.76,118,4.4,85.1,596
PID001135,Toys & Games,Premium,43.5,3.8,6020.78,73.67,99,3.8,95.6,289
PID001136,Grocery,Mid-range,15.79,15.1,3431.44,113.06,306,4.1,73.6,314
PID001137,Beauty & Personal Care,Premium,39.51,5.9,3796.5,132.8,128,4.4,89,371
PID001138,Apparel,Budget,39.76,19.5,4361.14,32.36,544,3.5,78.4,367
PID001139,Toys & Games,Budget,13.1,13.4,1467.49,16.6,300,3.4,87,107
PID001140,Furniture,Budget,136.57,5.5,5244.33,212.92,309,3.8,77.4,362
PID001141,Grocery,Mid-range,18.22,19.1,2349.57,98.12,168,3.7,74.5,178
PID001142,Electronics,Budget,148.8,36.2,1370.39,,398,3.3,64.2,608
PID001143,Grocery,Budget,9.74,17.4,4403.09,15.02,307,3.6,65.5,230
PID001144,Electronics,Budget,178,31,2448.72,41.12,579,2.9,100,409
PID001145,ELECTRONICS,Mid-range,255.8,0.8,1675.95,83.59,272,3.5,100,5
PID001146,Furniture,Premium,530.79,8.7,6139.3,202.93,66,4,78.2,5
PID001147,Furniture,Budget,303.47,24,2300.4,90.55,597,3.8,100,491
PID001148,Beauty & Personal Care,Budget,7.45,4.6,1010.26,16.15,241,3.1,83.5,5
PID001149,Toys & Games,Budget,6.75,7.9,3272.46,16.6,593,3.3,67,167
PID001150,Electronics,Premium,495.58,6.2,6049.01,109.69,109,4.3,99.5,90
PID001151,Sports & Fitness,Mid-range,38.45,17.9,4653.46,19.19,294,3.9,91.1,373
PID001152,Toys & Games,Premium,76.43,5.4,9562.15,60.99,129,3.9,83.6,301
PID001153,Electronics,Premium,228.91,1.7,4816.4,306.81,165,4.8,81.9,486
PID001154,Electronics,Mid-range,248.46,8.6,3686.18,275.82,233,4.2,89.8,425
PID001155,Beauty & Personal Care,Mid-range,34.55,28.8,6245.8,64.29,275,3.8,85.9,559
PID001156,Grocery,Budget,15.67,17.8,3522.89,123.19,422,3.7,79.2,315
PID001157,Furniture,Budget,206.96,17.5,3648.81,363.45,571,3.8,72.5,598
PID001158,Toys & Games,Premium,48,8.1,6123.59,96.86,164,4.8,70.6,322
PID001159,Toys & Games,Budget,29.94,8.3,2794.53,83.05,361,3.8,88.2,205
PID001160,Toys & Games,Mid-range,36.43,22.2,3486.84,16.6,333,4.1,84.4,340
PID001161,Grocery,Budget,9.33,18.1,2896.29,54.73,221,3.3,81,129
PID001162,Sports & Fitness,Premium,69.14,9.9,6100.47,101.02,100,4.8,71.1,408
PID001163,Apparel,Budget,38.97,11.1,2431.4,122.7,258,3.8,82.9,172
PID001164,Furniture,Mid-range,254.42,4.9,3177.99,49,,3.9,82.1,5
PID001165,Apparel,Budget,33.15,9.7,1599.38,69.18,412,3.4,89.5,173
PID001166,Apparel,Mid-range,49.88,24.9,2879.43,105.65,,3,95.4,278
PID001167,Furniture,Mid-range,389.15,14.1,5267.08,469.33,351,4.5,76.2,725
PID001168,grocery,Budget,13.68,33.5,3270.63,17.25,435,3,85.2,332
PID001169,Electronics,Budget,122.41,,5208.8,77.3,593,3.4,84.9,427
PID001170,Toys & Games,Mid-range,11.66,11.1,8265.49,99.31,230,4,88.8,422
PID001171,Toys & Games,Mid-range,42.86,8.8,2411.28,108.81,293,3.7,85.8,209
PID001172,Sports & Fitness,Mid-range,56.8,7.3,4986.31,85.62,276,3.9,100,384
PID001173,Apparel,Budget,18.21,41,1890.04,50.8,422,3,100,391
PID001174,Beauty & Personal Care,Budget,8.37,28.8,2059.44,29.48,509,2.8,86.9,400
PID001175,,Budget,53.74,21.9,2376.31,125.4,584,3.5,75.9,402
PID001176,Furniture,Budget,124.22,23.5,1317.58,128.65,260,3.5,86.1,181
PID001177,Grocery,Budget,10.35,39.7,1951.93,79.92,370,3.8,95,466
PID001178,,Premium,76.5,12,3491.57,156.59,160,4.3,62.1,309
PID001179,Grocery,Mid-range,21.17,20.2,5496.41,35.71,247,3.5,80.7,291
PID001180,Beauty & Personal Care,Mid-range,39.95,23.3,2160.11,54.13,246,4.4,87.4,466
PID001181,Electronics,Mid-range,180.52,9.8,1300.11,262.41,351,4.2,81.4,349
PID001182,Home & Kitchen,,76.78,,5817.59,135.73,338,4,98.3,623
PID001183,Furniture,Mid-range,269.08,20,6595.62,49,187,3.8,79.1,136
PID001184,Sports & Fitness,Mid-range,45.58,9.8,3094.28,28.78,150,4.2,84.9,208
PID001185,Electronics,Mid-range,279.03,23.6,5869.97,41.12,249,4.7,87.9,458
PID001186,Grocery,Budget,8.54,31,4365.73,150.29,230,3.6,89.3,474
PID001187,Grocery,Budget,12.24,23,5394.9,75.9,446,3.6,73.9,444
PID001188,Grocery,Mid-range,14.12,9.2,1215.69,32.09,377,4.6,89.4,344
PID001189,Apparel,Budget,34.37,16.5,225.5,176.34,526,3.5,82.7,315
PID001190,,Premium,71.4,10.9,4912.71,39.86,210,4.2,89.7,304
PID001191,Toys & Games,Mid-range,29.83,6.9,2894.14,23.98,293,3,69.2,5
PID001192,Furniture,Mid-range,437.99,10.5,8785.85,342.41,358,3.8,80.1,475
PID001193,Furniture,Budget,112.15,10.7,2604.18,49,322,3.8,93.2,199
PID001194,Beauty & Personal Care,Budget,9.99,17,2470.97,75.5,507,3.1,82.2,235
PID001195,Toys & Games,Mid-range,12.51,24.5,6042.56,58.26,259,4.3,89.9,419
PID001196,Electronics,Premium,533.74,16.8,6183.42,190.85,69,4.2,96.1,228
PID001197,Toys & Games,Premium,24.99,8.1,2779.42,89.53,216,,78.4,183
PID001198,Apparel,Mid-range,61.93,19.1,2460.63,167.75,354,3.7,92.4,507
PID001199,Electronics,Budget,198.28,4.9,4108.41,175.14,333,3.3,85.3,198
PID001200,Furniture,Premium,400.48,2.6,10186.6,413.83,61,3.2,74.1,202
PID001201,Furniture,Budget,205.75,29.8,4227.46,248.96,220,3.5,93.9,480
PID001202,Apparel,Budget,33.16,47.7,3113.61,88.52,460,3.5,100,645
PID001203,Apparel,Mid-range,46.69,23.4,3512.51,168.68,229,4.4,74.5,396
PID001204,Beauty & Personal Care,Premium,71.15,10.9,5533.22,81.11,186,4.1,86.9,471
PID001205,Sports & Fitness,Budget,32.61,25.6,1150.47,43.68,316,3.5,84.6,167
PID001206,Electronics,Budget,148.89,4.8,4651.66,235.64,528,4,80.4,554
PID001207,Beauty & Personal Care,Premium,60.22,5.6,25832.82736,79.21,87,4.8,89.1,494
PID001208,Toys & Games,Mid-range,17.22,16.6,6001.55,83.61,324,4.7,91.2,544
PID001209,Grocery,Mid-range,27.19,15.5,5296.2,64.38,141,4,97.4,348
PID001210,Electronics,Mid-range,251.75,16.4,5452.44,258.62,188,6.5,92.5,392
PID001211,Electronics,Mid-range,233.3,24.3,2308.93,41.12,361,4.2,90.3,394
PID001212,Electronics,Mid-range,292.91,7.9,6996.91,116.58,167,3.1,83.1,59
PID001213,Toys & Games,Mid-range,27.12,23.7,2577.66,68.09,310,3.3,,103
PID001214,,Budget,26.1,22.4,3668.53,25.91,443,3.7,74.7,290
PID001215,Electronics,Premium,320.82,14.1,7147.87,197.09,126,3.8,83.6,296
PID001216,Home & Kitchen,Mid-range,111.99,4.8,3391.81,20.31,352,4.7,85.7,363
PID001217,Electronics,Mid-range,202.69,4.3,4359.26,155.55,181,4.6,76.3,233
PID001218,Electronics,Budget,183.83,16.7,3548.82,172.95,414,2.5,67,41
PID001219,Beauty & Personal Care,Premium,17.16,22,3237.98,128.44,86,4.4,85.3,413
PID001220,Apparel,Mid-range,39.9,8.9,6644.27,63.34,307,4.3,94.6,559
PID001221,Home & Kitchen,Mid-range,73.68,21.5,4911.23,20.31,258,,88.4,264
PID001222,Home & Kitchen,Budget,28.32,16.3,2800.82,26.21,431,3.3,96.5,253
PID001223,Beauty & Personal Care,Budget,16.87,44.7,2598.43,46.77,392,3.6,77.6,555
PID001224,Apparel,Mid-range,29.85,16.7,4995.67,18.06,147,3.8,84.4,196
PID001225,Grocery,Budget,17.71,20.2,4960.84,15.02,368,3.8,58.2,256
PID001226,Beauty & Personal Care,Mid-range,53.45,6.1,6485.35,40.82,300,4,69,293
PID001227,Sports & Fitness,Budget,61.89,23.5,2865.8,134.85,391,2.6,75,223
PID001228,Apparel,Premium,89.23,4,2901.94,119.41,156,4.3,83.6,246
PID001229,Toys & Games,Budget,25.93,10.1,1409.68,68.02,408,3.1,89.1,154
PID001230,Sports & Fitness,Mid-range,46.19,7.5,4440.75,68.32,191,3.8,63.8,61
PID001231,Apparel,Premium,55.94,,7457.38,136.56,110,3.6,81.4,381
PID001232,Grocery,Budget,14.68,50.4,3617.47,88.81,381,2.9,82,413
PID001233,Toys & Games,Premium,74.67,8,5810.95,90.16,217,3.9,78,285
PID001234,Electronics,Mid-range,271.5,20.2,4408.91,205.14,363,4,100,577
PID001235,Furniture,Mid-range,214.71,4.7,4051.53,100.55,302,4.1,92.6,272
PID001236,Toys & Games,Mid-range,30.36,10.6,6389.39,49.14,168,3.3,72.7,153
PID001237,Grocery,Budget,9.58,25.5,4419.77,55.64,439,3.4,92.9,468
PID001238,Sports & Fitness,Budget,53.98,11.3,351.59,41.48,328,3.9,81.8,163
PID001239,Grocery,Budget,15.31,45.2,2013.76,48.99,579,3,76.6,370
PID001240,Grocery,Budget,6.27,21.6,5965.96,81.3,560,3.6,89.2,642
PID001241,Furniture,Mid-range,274.15,18.4,3712.85,306.45,292,4.3,77.9,390
PID001242,Toys & Games,Budget,24.36,24.4,2418.12,22.18,456,3.3,88.7,184
PID001243,Furniture,Mid-range,319.33,17.4,3797.19,214.52,199,4.1,84,317
PID001244,Electronics,Mid-range,247.68,11.5,4645.04,41.12,314,3.8,82.5,241
PID001245,Electronics,Premium,495.49,9.3,6942.59,41.12,119,4,80.8,9
PID001246,,Mid-range,106.66,19.3,1967.52,83.57,345,3.9,92.2,282
PID001247,Beauty & Personal Care,Premium,42.39,15.1,5986.92,30.4,163,4.6,95.1,636
PID001248,Grocery,Budget,10.86,17.8,3047.89,78.37,590,4.3,100,551
PID001249,Home & Kitchen,Mid-range,78.43,,4625,33.95,202,4,76.2,301
PID001250,Beauty & Personal Care,Budget,8.64,2.4,1693.44,84.71,251,3.3,85,75
PID001251,Electronics,Mid-range,203.65,29.2,3440.33,41.12,250,4.3,79.2,231
PID001252,Electronics,Mid-range,207.13,15.7,5073.56,153.53,137,4.4,87,323
PID001253,Electronics,Mid-range,197.97,4.7,2320.86,165.56,309,3.8,89.1,296
PID001254,Furniture,Mid-range,249.66,10.2,2606.99,304.24,169,3.2,93.2,132
PID001255,,Budget,11.54,30,,19.29,429,4.1,,345
PID001256,Electronics,Mid-range,274.95,13.6,4125.07,41.12,201,3.8,92.4,177
PID001257,Beauty & Personal Care,Mid-range,46.2,10.9,6708.44,64.08,145,3.3,70.1,227
PID001258,Grocery,Budget,11.4,14.2,4115.12,29.2,265,4.4,,343
PID001259,Furniture,Budget,223.73,27.8,5330.99,187.61,273,3.7,82.4,407
PID001260,Grocery,Mid-range,16.74,7,,33.65,346,3.5,,439
PID001261,Toys & Games,Premium,31.9,10.8,5118.55,33.71,216,4.2,91.9,382
PID001262,Apparel,Premium,46.31,7.7,,120.27,61,4.8,65.5,450
PID001263,Toys & Games,Mid-range,18.86,8.9,3553.04,82.25,315,3.4,82.5,248
PID001264,Furniture,Mid-range,297.25,9.5,4460.59,385.85,282,3.9,99.3,525
PID001265,Home & Kitchen,Premium,109.34,4.8,2925.93,39.36,107,4.3,77.5,40
PID001266,Furniture,Premium,509.57,6.3,7899.58,215.24,90,4.1,72.8,194
PID001267,Electronics,Budget,263.28,10.6,2304.96,132,523,3.1,77.5,114
PID001268,Grocery,Budget,12.81,22.6,4362.93,38.6,528,3.5,93,438
PID001269,,Mid-range,25.04,10.4,2924.47,16.15,201,3.3,92.1,90
PID001270,Furniture,Premium,665.86,5.2,,154.53,126,4.6,85.6,140
PID001271,Toys & Games,Budget,9.74,10.5,3121.85,75.77,341,3.3,94.6,201
PID001272,Furniture,Premium,694.31,5.8,3573.72,60.24,110,3.9,85.6,5
PID001273,Electronics,Premium,466.34,,9231.39,59.21,202,5,77.4,427
PID001274,Furniture,Mid-range,261.56,7.8,1013.19,73.28,260,3.7,82.5,5
PID001275,Toys & Games,,44.63,3.1,3138.31,25.06,141,4.7,67.9,103
PID001276,Toys & Games,Mid-range,20.15,7.7,4571.83,43.17,370,4,92,407
PID001277,Home & Kitchen,Budget,52.99,19.6,4897.63,20.31,253,3.1,83.8,152
PID001278,Home & Kitchen,Budget,26.05,29.5,1310.84,144.53,416,3.4,93.7,442
PID001279,Apparel,Mid-range,45.79,8.2,6242.49,104.58,193,3.7,86.4,261
PID001280,,Mid-range,15.97,6.8,3460.12,128.95,253,3.5,90.6,239
PID001281,Beauty & Personal Care,Premium,41.09,13.3,5718.76,89.16,75,4.3,84,359
PID001282,Toys & Games,Mid-range,32.83,9,1261.64,113.96,198,4.5,85.3,132
PID001283,Electronics,Premium,606.74,3.5,7364.31,92.36,67,4.3,74.8,5
PID001284,Beauty & Personal Care,Mid-range,34.87,6.3,3751.57,16.15,166,3.8,65.5,117
PID001285,Apparel,Mid-range,49.07,27,3517.03,57.9,253,4.7,85.8,495
PID001286,Electronics,Mid-range,,18,7455.86,428.57,152,4,100,742
PID001287,Beauty & Personal Care,Mid-range,27.3,10.1,5043.47,45.69,192,4.3,85.9,399
PID001288,Toys & Games,Mid-range,18.55,16.7,7989.19,41.51,213,4,98,484
